length,entropy,special_char_ratio,digit_ratio,alpha_ratio,whitespace_count,max_char_run,hex_encoded,keyword_count,keyword_diversity,has_union,boolean_op_count,has_time_keyword,has_exfil_keyword,has_destructive,comment_count,quote_imbalance,comparison_count,semicolon_count,url_encoding_depth,ast_token_count,ast_keyword_count,ast_has_where,ast_has_comparison,ast_has_union
49,3.421536165388849,0.14285714285714285,0.02040816326530612,0.4489795918367347,19,3,0,2,2,0,1,1,0,0,0,1,1,0,0,35,2,0,0,0
17,1.2772018112022603,0.23529411764705882,0.058823529411764705,0.0,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,18,0,0,0,0
94,3.839530446733119,0.1276595744680851,0.13829787234042554,0.3404255319148936,35,6,0,1,1,0,1,0,0,0,1,0,1,0,0,64,4,0,1,0
46,3.1878677300521407,0.06521739130434782,0.021739130434782608,0.5652173913043478,14,4,0,2,2,1,0,0,0,0,1,0,0,0,0,26,4,0,0,0
140,4.096108473467429,0.07142857142857142,0.12857142857142856,0.4785714285714286,36,4,0,1,1,0,1,0,0,0,1,0,2,0,0,85,5,1,1,0
96,3.972489199993483,0.09375,0.09375,0.59375,15,2,0,3,2,1,0,0,0,0,1,1,1,0,0,38,10,1,1,0
359,3.285090550437486,0.14206128133704735,0.1615598885793872,0.22841225626740946,168,5,0,1,1,0,1,0,0,0,1,1,2,0,0,300,9,1,1,0
35,3.443010159554855,0.08571428571428572,0.2571428571428571,0.3142857142857143,12,3,0,0,0,0,0,0,0,0,0,1,1,0,0,26,2,1,1,0
121,4.1776187375083875,0.06611570247933884,0.06611570247933884,0.5619834710743802,32,4,0,1,1,0,1,0,0,0,1,0,1,0,0,72,7,0,1,0
44,3.564926017812496,0.13636363636363635,0.022727272727272728,0.5,15,3,0,2,2,0,1,1,0,0,0,1,1,0,0,30,2,0,0,0
41,3.807222180000104,0.14634146341463414,0.21951219512195122,0.36585365853658536,11,2,0,1,1,0,0,0,0,0,0,1,1,0,0,18,1,1,1,0
52,4.092449500061069,0.1346153846153846,0.17307692307692307,0.4423076923076923,13,2,0,1,1,0,0,0,0,0,0,1,1,0,0,23,2,1,1,0
195,3.5051471872283217,0.11282051282051282,0.2,0.23076923076923078,83,5,1,2,2,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
85,4.050033071980887,0.09411764705882353,0.09411764705882353,0.5176470588235295,23,6,0,1,1,0,1,0,0,0,0,0,0,0,0,48,4,0,0,0
170,3.7274982852909657,0.10588235294117647,0.20588235294117646,0.27647058823529413,65,5,1,2,2,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
38,3.09003277660148,0.23684210526315788,0.05263157894736842,0.2894736842105263,16,3,0,1,1,0,2,1,0,0,0,0,1,0,0,10,0,0,0,0
37,2.877976000588669,0.1891891891891892,0.32432432432432434,0.05405405405405406,16,4,0,0,0,0,1,0,0,0,1,0,1,0,0,27,1,0,1,0
125,3.8113984810935477,0.144,0.128,0.32,47,2,0,0,0,0,1,0,0,0,1,0,1,0,0,94,1,0,1,0
161,3.9225659905309818,0.09316770186335403,0.2422360248447205,0.2981366459627329,53,5,1,2,2,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0
160,3.85763089755966,0.1,0.21875,0.29375,57,5,1,2,2,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
46,4.178468412993378,0.10869565217391304,0.43478260869565216,0.30434782608695654,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,18,2,0,0,0
140,4.150162245438815,0.07142857142857142,0.02857142857142857,0.5714285714285714,39,5,0,1,1,0,1,0,0,0,0,1,1,0,0,80,8,0,0,0
36,3.4993981823473774,0.08333333333333333,0.027777777777777776,0.7222222222222222,4,2,0,2,2,1,0,0,0,0,1,0,0,0,0,16,4,0,0,0
133,3.7686934706624866,0.09022556390977443,0.10526315789473684,0.42105263157894735,51,3,0,2,1,0,0,0,0,0,1,0,1,0,0,92,11,0,1,0
53,3.1542670961875756,0.1320754716981132,0.18867924528301888,0.20754716981132076,24,4,0,1,1,0,1,1,0,0,1,1,1,0,0,48,1,0,1,0
141,4.055764956939261,0.07092198581560284,0.07092198581560284,0.5319148936170213,37,4,0,1,1,0,1,0,0,0,1,1,1,0,0,84,6,0,1,0
89,3.5400132114017695,0.10112359550561797,0.20224719101123595,0.2696629213483146,37,4,0,1,1,0,1,0,0,0,1,0,2,0,0,64,4,1,1,0
66,2.933208292402215,0.15151515151515152,0.15151515151515152,0.16666666666666666,34,4,0,1,1,0,1,1,0,0,1,0,1,0,0,61,1,0,1,0
97,3.6198470328554264,0.12371134020618557,0.13402061855670103,0.31958762886597936,39,6,0,1,1,0,1,0,0,0,1,1,1,0,0,68,4,0,1,0
66,3.0517926855366686,0.045454545454545456,0.015151515151515152,0.7575757575757576,4,2,0,2,2,1,0,0,0,0,1,0,0,0,0,28,10,0,0,0
40,4.058694969562841,0.1,0.4,0.35,4,2,0,2,2,1,0,0,0,0,1,0,0,0,0,15,2,0,0,0
201,3.5601319350459204,0.11442786069651742,0.15920398009950248,0.26865671641791045,87,5,1,3,1,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
104,3.75099746561034,0.1346153846153846,0.14423076923076922,0.3076923076923077,42,8,0,0,0,0,1,0,0,0,1,0,1,0,0,75,2,0,0,0
185,3.5452690584392537,0.12432432432432433,0.17297297297297298,0.24864864864864866,79,5,1,3,1,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0
21,3.1775662320965252,0.047619047619047616,0.42857142857142855,0.23809523809523808,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,1,1,0
123,3.3875319557151196,0.13008130081300814,0.17886178861788618,0.21138211382113822,58,6,1,1,1,0,2,1,0,0,0,0,2,0,0,8,0,0,0,0
42,3.858548951788033,0.16666666666666666,0.21428571428571427,0.35714285714285715,11,2,0,1,1,0,0,0,0,0,0,1,1,0,0,18,1,1,1,0
40,3.3030559073332744,0.225,0.05,0.325,16,3,0,1,1,0,1,1,0,0,0,0,1,0,0,8,0,0,0,0
162,3.8464990243867323,0.09259259259259259,0.2654320987654321,0.25925925925925924,57,5,1,2,2,0,1,0,0,0,1,1,2,0,0,107,4,1,1,0
68,3.2098448796166195,0.08823529411764706,0.014705882352941176,0.5588235294117647,18,5,0,2,2,1,0,0,0,0,1,0,0,0,0,39,7,0,0,0
325,3.562802129183595,0.16,0.13846153846153847,0.27384615384615385,135,4,0,1,1,0,1,0,0,0,0,1,2,0,0,255,8,0,1,0
39,3.669516321204456,0.1282051282051282,0.41025641025641024,0.1282051282051282,12,2,0,0,0,0,1,0,0,0,0,1,1,0,0,29,1,0,1,0
76,3.041533986899551,0.14473684210526316,0.11842105263157894,0.23684210526315788,38,5,0,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0
50,3.6513980109190904,0.06,0.18,0.46,15,2,0,0,0,0,0,0,0,0,0,0,1,0,0,31,6,0,1,0
72,3.591793226077495,0.08333333333333333,0.4444444444444444,0.19444444444444445,14,4,0,2,2,1,0,0,0,0,1,0,0,0,0,35,2,0,0,0
110,3.494393765019937,0.12727272727272726,0.11818181818181818,0.2909090909090909,49,6,0,1,1,0,1,0,0,0,1,0,1,0,0,80,4,0,1,0
77,3.8711472112463743,0.07792207792207792,0.4675324675324675,0.18181818181818182,14,4,0,2,2,1,0,0,0,0,1,1,0,0,0,37,2,0,0,0
184,3.6212823961076843,0.10869565217391304,0.21195652173913043,0.2391304347826087,75,5,1,2,2,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
90,3.9720132013038776,0.1,0.08888888888888889,0.4888888888888889,27,6,0,1,1,0,1,0,0,0,0,0,0,0,0,53,4,0,0,0
89,3.786176851597702,0.0898876404494382,0.21348314606741572,0.33707865168539325,31,6,1,1,1,0,1,1,0,0,1,1,1,0,0,59,3,0,1,0
116,4.034873385389451,0.1206896551724138,0.15517241379310345,0.3706896551724138,40,4,0,2,1,0,1,0,0,0,1,1,2,0,0,68,5,1,1,0
27,2.872334856855675,0.1111111111111111,0.3333333333333333,0.18518518518518517,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,1,1,0
26,2.9612366047228766,0.15384615384615385,0.34615384615384615,0.11538461538461539,10,3,0,0,0,0,1,0,0,0,0,1,1,0,0,20,1,0,1,0
19,3.892407118592875,0.21052631578947367,0.2631578947368421,0.3684210526315789,3,1,0,0,0,0,0,0,0,0,1,1,0,0,0,9,1,0,0,0
264,3.804448781247722,0.14015151515151514,0.125,0.3106060606060606,106,8,0,0,0,0,1,0,0,0,1,0,2,0,0,209,6,1,1,0
133,3.753655876677524,0.09022556390977443,0.10526315789473684,0.42105263157894735,51,3,0,2,1,0,0,0,0,0,1,0,1,0,0,92,11,0,1,0
63,4.066521249770627,0.09523809523809523,0.14285714285714285,0.5238095238095238,15,2,0,3,2,1,0,0,0,0,1,1,1,0,0,32,5,1,1,0
58,4.085792850917738,0.15517241379310345,0.22413793103448276,0.3793103448275862,14,2,0,1,1,0,0,0,0,0,1,1,1,0,0,23,2,1,1,0
165,3.674404995396532,0.12121212121212122,0.23636363636363636,0.22424242424242424,63,5,1,2,2,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0
117,3.9972419176700926,0.05982905982905983,0.08547008547008547,0.5384615384615384,28,4,0,1,1,0,1,0,0,0,0,1,1,0,0,70,4,0,1,0
267,3.9958348179077996,0.10486891385767791,0.13108614232209737,0.3707865168539326,97,5,1,4,2,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
151,3.3184054185215293,0.16556291390728478,0.09933774834437085,0.2251655629139073,76,8,0,0,0,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0
136,4.044071989822326,0.0661764705882353,0.14705882352941177,0.47794117647058826,39,3,0,3,2,0,0,0,0,0,1,0,1,0,0,72,8,0,1,0
21,2.9870900416203345,0.047619047619047616,0.42857142857142855,0.23809523809523808,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,1,1,0
42,3.0071253869519663,0.11904761904761904,0.023809523809523808,0.42857142857142855,18,5,0,2,2,1,0,0,0,0,1,1,0,0,0,27,2,0,0,0
62,3.8968095785076664,0.14516129032258066,0.25806451612903225,0.25806451612903225,20,3,0,0,0,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
63,4.006199518663005,0.07936507936507936,0.19047619047619047,0.4444444444444444,18,3,0,2,2,0,0,0,0,1,1,0,1,0,0,35,5,0,1,0
75,3.7463440088598077,0.12,0.17333333333333334,0.3333333333333333,26,3,0,0,0,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0
11,2.5503407095463886,0.36363636363636365,0.0,0.2727272727272727,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,9,1,0,0,0
65,4.052707562935418,0.06153846153846154,0.3076923076923077,0.4153846153846154,11,3,0,2,2,1,0,0,0,0,1,1,0,0,0,28,4,0,0,0
212,3.644719116951467,0.10377358490566038,0.18867924528301888,0.25471698113207547,91,5,1,3,1,0,1,0,0,0,1,1,2,0,0,158,8,1,1,0
141,4.207003961274893,0.07092198581560284,0.11347517730496454,0.48936170212765956,41,4,0,1,1,0,1,0,0,0,1,0,2,0,0,89,8,1,1,0
93,2.935289108108536,0.15053763440860216,0.021505376344086023,0.3010752688172043,49,5,0,3,2,0,1,1,0,0,1,0,0,0,0,80,4,0,0,0
385,3.218880914992269,0.14805194805194805,0.12207792207792208,0.24675324675324675,185,5,0,2,1,0,2,0,0,0,0,0,3,0,0,10,0,0,0,0
137,3.747096960279134,0.08759124087591241,0.25547445255474455,0.27007299270072993,48,5,1,2,2,0,1,0,0,0,0,1,1,0,0,91,3,0,1,0
163,4.037953303386476,0.06748466257668712,0.09815950920245399,0.5030674846625767,49,4,0,1,1,0,1,0,0,0,1,0,2,0,0,102,9,1,1,0
27,2.6325553203558223,0.14814814814814814,0.07407407407407407,0.25925925925925924,14,3,0,1,1,0,1,1,0,0,1,0,0,0,0,26,1,0,0,0
41,2.4297690773666756,0.17073170731707318,0.04878048780487805,0.1951219512195122,24,5,0,1,1,0,1,1,0,0,1,0,0,0,0,39,1,0,0,0
21,2.9870900416203345,0.047619047619047616,0.42857142857142855,0.23809523809523808,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,14,1,1,1,0
94,3.9777736437151345,0.06382978723404255,0.3829787234042553,0.26595744680851063,22,4,0,2,2,1,0,0,0,0,1,0,1,0,0,51,4,1,1,0
381,3.2882320096851996,0.1679790026246719,0.12598425196850394,0.2230971128608924,182,4,0,1,1,0,2,0,0,0,0,0,3,0,0,11,0,0,0,0
151,3.7957781582716166,0.15894039735099338,0.10596026490066225,0.31125827814569534,60,3,0,0,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
59,4.355301796167691,0.11864406779661017,0.2033898305084746,0.3898305084745763,15,3,0,1,1,0,0,1,0,0,1,0,1,0,0,36,2,1,1,0
84,3.416226910482922,0.13095238095238096,0.11904761904761904,0.30952380952380953,36,4,0,1,1,0,2,1,0,0,0,0,1,0,0,11,0,0,0,0
83,3.7780215600004587,0.18072289156626506,0.25301204819277107,0.21686746987951808,29,3,0,1,1,0,1,0,0,0,0,0,2,0,0,6,0,0,0,0
346,3.5708820397538275,0.11849710982658959,0.09248554913294797,0.315028901734104,157,8,0,2,1,0,0,0,0,0,0,1,1,0,0,271,14,0,1,0
60,3.7796988660891073,0.08333333333333333,0.4666666666666667,0.23333333333333334,8,3,0,2,2,1,0,0,0,0,1,1,0,0,0,27,2,0,0,0
138,3.3987538995167608,0.10869565217391304,0.09420289855072464,0.3333333333333333,64,4,1,1,1,0,1,0,0,0,0,0,1,0,0,8,0,0,0,0
374,3.501643275518409,0.16042780748663102,0.13101604278074866,0.25668449197860965,166,5,0,1,1,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
41,2.914184553283319,0.0975609756097561,0.024390243902439025,0.43902439024390244,18,5,0,2,2,1,0,0,0,0,1,0,0,0,0,26,2,0,0,0
185,3.630558935697839,0.10810810810810811,0.21081081081081082,0.24324324324324326,75,5,1,2,2,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
127,4.059951988083221,0.11811023622047244,0.11811023622047244,0.4409448818897638,39,4,0,2,1,0,0,0,0,0,0,0,1,0,0,75,8,0,1,0
109,3.7043480590929825,0.14678899082568808,0.13761467889908258,0.28440366972477066,46,8,0,0,0,0,1,0,0,0,1,0,1,0,0,81,2,0,0,0
142,3.8398950771900022,0.08450704225352113,0.056338028169014086,0.5070422535211268,45,5,0,1,1,0,1,0,0,0,1,0,1,0,0,90,7,0,1,0
62,4.0089336687736585,0.16129032258064516,0.27419354838709675,0.2903225806451613,17,2,0,1,1,0,1,0,0,0,1,1,2,0,0,30,2,1,1,0
78,3.904361094811025,0.10256410256410256,0.2692307692307692,0.2692307692307692,26,3,0,0,0,0,1,0,0,0,1,1,2,0,0,55,3,1,1,0
27,3.0521405224954283,0.1111111111111111,0.3333333333333333,0.18518518518518517,10,3,0,0,0,0,0,0,0,0,0,0,1,0,0,20,1,1,1,0
81,3.7380076016787895,0.07407407407407407,0.4444444444444444,0.1728395061728395,18,5,0,2,2,1,0,0,0,0,1,1,0,0,0,42,2,0,0,0
128,3.841359816975072,0.171875,0.1171875,0.2890625,50,3,0,0,0,0,1,0,0,0,1,1,1,0,0,101,1,0,1,0
50,4.046886761135437,0.08,0.48,0.28,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,19,2,0,0,0
96,2.75412298447914,0.13541666666666666,0.020833333333333332,0.2916666666666667,53,5,0,3,2,0,1,1,0,0,1,0,0,0,0,83,4,0,0,0
45,3.411638863564413,0.08888888888888889,0.37777777777777777,0.17777777777777778,16,3,0,0,0,0,1,0,0,0,0,0,2,0,0,31,2,1,1,0
64,3.8654810968773115,0.0625,0.4375,0.296875,10,2,0,2,2,1,0,0,0,0,1,0,1,0,0,28,3,1,1,0
98,2.862050726163844,0.15306122448979592,0.02040816326530612,0.2857142857142857,53,5,0,3,2,0,1,1,0,0,1,0,0,0,0,85,4,0,0,0
69,3.585108328923969,0.17391304347826086,0.2318840579710145,0.18840579710144928,28,3,0,0,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
118,3.6395311094232765,0.0847457627118644,0.15254237288135594,0.3559322033898305,46,4,0,2,1,0,0,0,0,0,0,0,1,0,0,83,8,0,1,0
76,4.17837097104584,0.07894736842105263,0.3157894736842105,0.3815789473684211,15,2,0,3,2,1,0,0,0,0,1,1,1,0,0,37,4,1,1,0
134,3.6967622754573166,0.1417910447761194,0.11194029850746269,0.3208955223880597,56,8,0,0,0,0,2,0,0,0,0,0,2,0,0,11,0,0,0,0
89,3.477263444844715,0.02247191011235955,0.10112359550561797,0.6629213483146067,10,2,0,2,2,1,0,0,0,0,1,0,1,0,0,40,12,1,1,0
124,3.5387410743131866,0.10483870967741936,0.10483870967741936,0.3709677419354839,52,4,1,1,1,0,1,0,0,0,0,0,1,0,0,11,0,0,0,0
155,4.141780820268946,0.13548387096774195,0.14838709677419354,0.3548387096774194,55,8,0,1,1,0,1,0,0,0,1,1,2,0,0,64,1,0,0,0
269,3.7870551110000648,0.09665427509293681,0.2936802973977695,0.20074349442379183,104,5,1,4,1,0,1,0,0,0,1,0,2,0,0,178,9,1,1,0
390,3.298291304749672,0.13333333333333333,0.14871794871794872,0.24102564102564103,185,5,0,2,1,0,2,0,0,0,0,0,3,0,0,321,10,0,1,0
128,3.8206174573496527,0.171875,0.125,0.28125,50,3,0,0,0,0,1,0,0,0,1,0,1,0,0,101,1,0,1,0
186,3.5651621018870276,0.12365591397849462,0.17204301075268819,0.25268817204301075,79,5,1,3,1,0,2,0,0,0,0,0,2,0,0,10,0,0,0,0
39,3.531087455231208,0.10256410256410256,0.23076923076923078,0.38461538461538464,11,2,0,1,1,0,0,0,0,0,0,1,1,0,0,25,2,1,1,0
313,4.035370434803659,0.0926517571884984,0.1757188498402556,0.3514376996805112,113,5,1,9,2,1,2,0,0,0,0,0,3,0,0,8,0,0,0,0
137,3.278160140549535,0.11678832116788321,0.0948905109489051,0.30656934306569344,66,4,1,1,1,0,1,0,0,0,0,0,2,0,0,11,0,0,0,0
50,3.7943029514736235,0.08,0.26,0.36,15,3,0,0,0,0,0,0,0,0,1,0,1,0,0,31,3,1,1,0
92,3.4201061897659324,0.10869565217391304,0.15217391304347827,0.33695652173913043,37,3,0,2,1,0,0,0,0,0,1,0,1,0,0,65,7,0,1,0
95,3.963020919106163,0.05263157894736842,0.05263157894736842,0.631578947368421,16,3,0,1,1,0,0,0,0,0,1,0,0,0,0,50,3,0,0,0
257,3.771563287605454,0.10894941634241245,0.27626459143968873,0.20233463035019456,100,5,1,4,1,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
169,3.6828427962993495,0.1242603550295858,0.14201183431952663,0.3076923076923077,68,6,1,2,2,0,1,1,0,0,0,0,1,0,0,10,0,0,0,0
308,3.838727366147432,0.10064935064935066,0.11363636363636363,0.36038961038961037,123,5,1,4,2,0,2,0,0,0,0,0,1,0,0,8,0,0,0,0
195,3.692064144227254,0.05128205128205128,0.10256410256410256,0.5846153846153846,45,4,0,1,1,0,1,0,0,0,1,1,2,0,0,111,12,1,1,0
64,3.781470200048322,0.046875,0.140625,0.546875,14,3,0,2,2,1,0,0,0,0,1,0,1,0,0,33,6,1,1,0
83,3.6642717390614914,0.12048192771084337,0.2891566265060241,0.1927710843373494,32,4,0,0,0,0,1,0,0,0,1,0,2,0,0,62,3,1,1,0
42,2.9470025560111974,0.19047619047619047,0.2857142857142857,0.047619047619047616,20,5,0,0,0,0,1,0,0,0,1,0,1,0,0,33,1,0,1,0
65,3.426225743833492,0.06153846153846154,0.5538461538461539,0.2153846153846154,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,25,2,0,0,0
95,3.709125876363316,0.12631578947368421,0.10526315789473684,0.3684210526315789,37,8,0,1,1,0,0,0,0,0,1,0,0,0,0,67,2,0,0,0
379,3.6252916408954,0.15303430079155672,0.13984168865435356,0.2691292875989446,162,5,0,1,1,0,1,0,0,0,1,1,3,0,0,297,10,1,1,0
22,3.1180782093497097,0.09090909090909091,0.4090909090909091,0.22727272727272727,6,2,0,0,0,0,0,0,0,0,0,0,1,0,0,15,1,1,1,0
95,4.043900119026868,0.08421052631578947,0.09473684210526316,0.6,15,2,0,3,2,1,0,0,0,0,1,1,1,0,0,38,9,1,1,0
143,3.764320111731175,0.06993006993006994,0.1258741258741259,0.45454545454545453,46,4,0,3,2,0,0,0,0,0,0,0,1,0,0,83,8,0,1,0
170,3.401290015350816,0.17647058823529413,0.09411764705882353,0.23529411764705882,80,5,0,0,0,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
59,3.9909542277612156,0.0847457627118644,0.15254237288135594,0.4915254237288136,16,3,0,2,2,1,0,0,0,0,1,1,1,0,0,33,5,1,1,0
83,3.1925056787679273,0.14457831325301204,0.12048192771084337,0.26506024096385544,38,4,0,1,1,0,2,1,0,0,0,0,2,0,0,8,0,0,0,0
257,3.8013350287610868,0.14785992217898833,0.12840466926070038,0.29571984435797666,104,8,0,0,0,0,1,0,0,0,1,1,2,0,0,203,5,1,1,0
57,3.1707568858478536,0.08771929824561403,0.017543859649122806,0.5263157894736842,18,5,0,2,2,1,0,0,0,0,1,1,0,0,0,34,5,0,0,0
374,3.1534106498376158,0.1443850267379679,0.12566844919786097,0.23796791443850268,184,5,0,1,1,0,2,0,0,0,0,0,2,0,0,8,0,0,0,0
111,3.7249290153436796,0.15315315315315314,0.13513513513513514,0.2882882882882883,46,8,0,0,0,0,1,0,0,0,1,1,1,0,0,64,1,0,0,0
33,3.3253318177463154,0.15151515151515152,0.36363636363636365,0.09090909090909091,10,2,0,0,0,0,0,0,0,0,0,1,1,0,0,32,0,0,1,0
48,3.1637143864567436,0.125,0.020833333333333332,0.4583333333333333,18,5,0,2,2,1,0,0,0,0,1,1,0,0,0,30,4,0,0,0
61,3.6475505605598566,0.08196721311475409,0.5245901639344263,0.22950819672131148,4,2,0,2,2,1,0,0,0,0,1,1,0,0,0,24,2,0,0,0
68,3.866969409183905,0.058823529411764705,0.4117647058823529,0.27941176470588236,14,3,0,2,2,1,0,0,0,0,1,0,1,0,0,33,3,1,1,0
26,2.8919954870390203,0.15384615384615385,0.07692307692307693,0.3076923076923077,12,3,0,1,1,0,1,1,0,0,0,1,0,0,0,24,1,0,0,0
114,4.123223013163851,0.06140350877192982,0.043859649122807015,0.6228070175438597,22,3,0,1,1,0,1,0,0,0,0,0,1,0,0,62,4,0,0,0
70,3.657277958445268,0.12857142857142856,0.3,0.2,26,3,0,0,0,0,1,0,0,0,1,0,2,0,0,52,3,1,1,0
167,4.424119678632093,0.0718562874251497,0.10179640718562874,0.5209580838323353,44,4,0,2,1,0,1,0,0,0,1,1,2,0,0,97,10,1,1,0
24,3.522055208874201,0.16666666666666666,0.5,0.08333333333333333,6,2,0,0,0,0,1,0,0,0,1,1,1,0,0,15,1,0,1,0
55,3.995145971644309,0.16363636363636364,0.07272727272727272,0.41818181818181815,17,3,0,1,1,0,1,1,0,0,0,0,1,0,0,11,0,0,0,0
29,4.0472990984266435,0.10344827586206896,0.27586206896551724,0.4827586206896552,4,2,0,2,2,1,0,0,0,0,1,0,0,0,0,9,2,0,0,0
131,3.188398819490381,0.13740458015267176,0.09923664122137404,0.2595419847328244,66,4,1,1,1,0,1,0,0,0,0,0,2,0,0,10,0,0,0,0
41,3.185389808862923,0.07317073170731707,0.21951219512195122,0.2682926829268293,18,4,0,0,0,0,0,0,0,0,0,0,1,0,0,32,2,1,1,0
215,3.819466537076242,0.07441860465116279,0.20930232558139536,0.3209302325581395,80,4,1,2,2,0,1,0,0,0,0,0,2,0,0,138,10,0,1,0
47,2.8729058725859824,0.23404255319148937,0.0425531914893617,0.2127659574468085,24,3,0,1,1,0,2,1,0,0,0,0,1,0,0,10,0,0,0,0
74,3.9963831321648535,0.06756756756756757,0.43243243243243246,0.25675675675675674,14,3,0,2,2,1,0,0,0,0,1,0,1,0,0,35,3,1,1,0
80,3.6140632138487274,0.1125,0.2625,0.2125,32,4,0,0,0,0,1,0,0,0,1,1,2,0,0,62,3,1,1,0
39,3.5823695065132592,0.10256410256410256,0.23076923076923078,0.38461538461538464,11,2,0,1,1,0,0,0,0,0,0,1,1,0,0,25,2,1,1,0
117,3.6208151225393523,0.15384615384615385,0.1282051282051282,0.26495726495726496,52,8,0,0,0,0,1,0,0,0,1,0,1,0,0,89,2,0,0,0
50,3.9313431316659178,0.06,0.18,0.54,10,2,0,2,2,1,0,0,0,0,1,1,1,0,0,25,4,1,1,0
139,3.6296116146613575,0.16546762589928057,0.1079136690647482,0.26618705035971224,60,5,0,0,0,0,1,0,0,0,1,1,1,0,0,112,1,0,1,0
364,3.3300061278726036,0.16758241758241757,0.12362637362637363,0.23626373626373626,170,4,0,1,1,0,2,0,0,0,0,0,3,0,0,8,0,0,0,0
99,3.8699685988237813,0.06060606060606061,0.40404040404040403,0.25252525252525254,22,4,0,2,2,1,0,0,0,0,1,1,1,0,0,53,4,1,1,0
23,3.1863929342238193,0.13043478260869565,0.08695652173913043,0.43478260869565216,8,2,0,1,1,0,0,1,0,0,0,1,0,0,0,19,0,0,0,0
355,3.6681460984368828,0.16901408450704225,0.1352112676056338,0.2619718309859155,150,5,0,1,1,0,2,0,0,0,0,0,3,0,0,10,0,0,0,0
65,3.6443920433317083,0.12307692307692308,0.3230769230769231,0.16923076923076924,24,3,0,0,0,0,1,0,0,0,1,0,2,0,0,49,2,1,1,0
92,3.4529273855121696,0.10869565217391304,0.15217391304347827,0.33695652173913043,37,3,0,2,1,0,0,0,0,0,1,0,1,0,0,65,7,0,1,0
19,3.5368867237421666,0.21052631578947367,0.2631578947368421,0.3684210526315789,3,2,0,0,0,0,0,0,0,0,1,1,0,0,0,8,1,0,0,0
49,4.081660548630233,0.08163265306122448,0.40816326530612246,0.2857142857142857,8,3,0,2,2,1,0,0,0,0,1,1,0,0,0,22,2,0,0,0
140,3.6187709008639732,0.09285714285714286,0.2714285714285714,0.22142857142857142,52,5,1,2,2,0,0,0,0,0,0,0,1,0,0,97,2,0,1,0
141,4.458528884842368,0.1276595744680851,0.1276595744680851,0.475177304964539,37,4,0,1,1,0,2,0,0,0,0,0,1,0,0,11,0,0,0,0
74,4.048263490143308,0.06756756756756757,0.12162162162162163,0.5540540540540541,16,3,0,2,2,1,0,0,0,0,1,0,1,0,0,40,8,1,1,0
119,3.6789588648814706,0.09243697478991597,0.15126050420168066,0.35294117647058826,46,4,0,2,1,0,0,0,0,0,0,1,1,0,0,84,8,0,1,0
57,3.263399966428453,0.10526315789473684,0.17543859649122806,0.2631578947368421,25,4,0,1,1,0,1,1,0,0,1,0,1,0,0,47,1,0,1,0
120,4.03392269665435,0.06666666666666667,0.08333333333333333,0.525,30,4,0,1,1,0,1,0,0,0,1,0,1,0,0,72,4,0,1,0
205,3.801509914303617,0.13658536585365855,0.17073170731707318,0.28292682926829266,80,9,0,0,0,0,1,0,0,0,1,0,2,0,0,154,4,1,1,0
30,3.5329145639793977,0.13333333333333333,0.36666666666666664,0.1,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,29,0,0,1,0
39,3.9965647186958275,0.10256410256410256,0.3076923076923077,0.358974358974359,8,3,0,2,2,1,0,0,0,0,1,0,0,0,0,17,2,0,0,0
29,3.4105958761262936,0.1724137931034483,0.41379310344827586,0.06896551724137931,10,3,0,0,0,0,1,0,0,0,1,1,1,0,0,20,1,0,1,0
37,2.6366574359016335,0.13513513513513514,0.24324324324324326,0.08108108108108109,20,5,0,0,0,0,1,0,0,0,0,1,1,0,0,31,1,0,1,0
40,3.418453957701921,0.075,0.025,0.65,8,3,0,2,2,1,0,0,0,0,1,1,0,0,0,20,4,0,0,0
